barra,agno,etapa,bloque,potencia,energia
X-XIV       ,2026        ,9           ,3           ,      472.13,   141639.48
X-XIV       ,2026        ,9           ,4           ,      447.55,    26853.18
X-XIV       ,2026        ,9           ,5           ,      460.27,    27616.32
X-XIV       ,2026        ,10          ,1           ,      422.14,    91603.51
X-XIV       ,2026        ,10          ,2           ,      423.84,    39416.94
X-XIV       ,2026        ,10          ,3           ,      484.28,   150127.74
X-XIV       ,2026        ,10          ,4           ,      502.03,    31126.00
X-XIV       ,2026        ,10          ,5           ,      539.13,    33426.28
X-XIV       ,2026        ,11          ,1           ,      448.03,    94085.86
X-XIV       ,2026        ,11          ,2           ,      449.90,    40490.74
X-XIV       ,2026        ,11          ,3           ,      535.52,   160654.68
X-XIV       ,2026        ,11          ,4           ,      554.98,    33298.60
X-XIV       ,2026        ,11          ,5           ,      569.60,    34175.73
X-XIV       ,2026        ,12          ,1           ,      477.66,   103651.54
X-XIV       ,2026        ,12          ,2           ,      506.18,    47074.82
X-XIV       ,2026        ,12          ,3           ,      533.67,   165436.63
X-XIV       ,2026        ,12          ,4           ,      575.77,    35697.57
X-XIV       ,2026        ,12          ,5           ,      587.04,    36396.46
X-XIV       ,2027        ,1           ,1           ,      339.77,    73729.73
X-XIV       ,2027        ,1           ,2           ,      337.90,    31424.27
X-XIV       ,2027        ,1           ,3           ,      352.15,   109167.80
X-XIV       ,2027        ,1           ,4           ,      389.54,    24151.29
X-XIV       ,2027        ,1           ,5           ,      427.62,    26512.51
X-XIV       ,2027        ,2           ,1           ,      376.54,    73802.27
X-XIV       ,2027        ,2           ,2           ,      354.43,    29771.93
X-XIV       ,2027        ,2           ,3           ,      365.32,   102289.72
X-XIV       ,2027        ,2           ,4           ,      417.72,    23392.18
X-XIV       ,2027        ,2           ,5           ,      416.01,    23296.42
X-XIV       ,2027        ,3           ,1           ,      503.66,   109294.00
X-XIV       ,2027        ,3           ,2           ,      504.88,    46954.03
X-XIV       ,2027        ,3           ,3           ,      555.69,   172262.91
X-XIV       ,2027        ,3           ,4           ,      591.48,    36671.63
X-XIV       ,2027        ,3           ,5           ,      614.55,    38102.28
X-XIV       ,2027        ,4           ,1           ,      436.78,    91724.07
X-XIV       ,2027        ,4           ,2           ,      446.93,    40223.44
X-XIV       ,2027        ,4           ,3           ,      486.17,   145851.78
X-XIV       ,2027        ,4           ,4           ,      480.44,    28826.51
X-XIV       ,2027        ,4           ,5           ,      509.76,    30585.83
X-XIV       ,2027        ,5           ,1           ,      450.55,    98219.27
X-XIV       ,2027        ,5           ,2           ,      476.44,    44308.85
X-XIV       ,2027        ,5           ,3           ,      475.19,   147309.75
X-XIV       ,2027        ,5           ,4           ,      465.45,    28857.82
X-XIV       ,2027        ,5           ,5           ,      506.33,    31392.15
X-XIV       ,2027        ,6           ,1           ,      453.11,    95153.53
X-XIV       ,2027        ,6           ,2           ,      470.91,    42381.91
X-XIV       ,2027        ,6           ,3           ,      490.59,   147176.79
X-XIV       ,2027        ,6           ,4           ,      478.85,    28730.83
X-XIV       ,2027        ,6           ,5           ,      523.09,    31385.70
X-XIV       ,2027        ,7           ,1           ,      461.00,   100037.77
X-XIV       ,2027        ,7           ,2           ,      469.83,    43693.76
X-XIV       ,2027        ,7           ,3           ,      493.72,   153052.98
X-XIV       ,2027        ,7           ,4           ,      480.64,    29799.53
X-XIV       ,2027        ,7           ,5           ,      506.75,    31418.42
X-XIV       ,2027        ,8           ,1           ,      436.32,    94245.45
X-XIV       ,2027        ,8           ,2           ,      475.20,    44193.27
X-XIV       ,2027        ,8           ,3           ,      505.75,   156783.69
X-XIV       ,2027        ,8           ,4           ,      450.53,    27932.74
X-XIV       ,2027        ,8           ,5           ,      493.50,    30596.78
X-XIV       ,2027        ,9           ,1           ,      434.31,    91204.32
X-XIV       ,2027        ,9           ,2           ,      444.05,    39964.80
X-XIV       ,2027        ,9           ,3           ,      483.76,   145127.60
X-XIV       ,2027        ,9           ,4           ,      458.35,    27501.26
X-XIV       ,2027        ,9           ,5           ,      471.21,    28272.52
X-XIV       ,2027        ,10          ,1           ,      432.89,    93937.15
X-XIV       ,2027        ,10          ,2           ,      434.86,    40442.29
X-XIV       ,2027        ,10          ,3           ,      496.46,   153902.36
X-XIV       ,2027        ,10          ,4           ,      514.41,    31893.49
X-XIV       ,2027        ,10          ,5           ,      551.39,    34186.01
X-XIV       ,2027        ,11          ,1           ,      459.79,    96556.56
X-XIV       ,2027        ,11          ,2           ,      461.59,    41542.72
X-XIV       ,2027        ,11          ,3           ,      548.92,   164676.88
X-XIV       ,2027        ,11          ,4           ,      568.38,    34102.50
X-XIV       ,2027        ,11          ,5           ,      582.49,    34949.18
X-XIV       ,2027        ,12          ,1           ,      490.04,   106337.61
X-XIV       ,2027        ,12          ,2           ,      518.43,    48213.67
X-XIV       ,2027        ,12          ,3           ,      547.72,   169792.52
X-XIV       ,2027        ,12          ,4           ,      589.54,    36551.57
X-XIV       ,2027        ,12          ,5           ,      601.05,    37265.39
X-XIV       ,2028        ,1           ,1           ,      346.61,    75214.39
X-XIV       ,2028        ,1           ,2           ,      344.86,    32071.60
X-XIV       ,2028        ,1           ,3           ,      359.51,   111447.27
X-XIV       ,2028        ,1           ,4           ,      397.16,    24623.78
X-XIV       ,2028        ,1           ,5           ,      435.65,    27010.53
X-XIV       ,2028        ,2           ,1           ,      370.51,    75213.69
X-XIV       ,2028        ,2           ,2           ,      349.09,    30371.18
X-XIV       ,2028        ,2           ,3           ,      360.14,   104440.88
X-XIV       ,2028        ,2           ,4           ,      411.32,    23856.66
X-XIV       ,2028        ,2           ,5           ,      409.09,    23727.49
X-XIV       ,2028        ,3           ,1           ,      518.07,   112422.21
X-XIV       ,2028        ,3           ,2           ,      519.09,    48275.57
X-XIV       ,2028        ,3           ,3           ,      571.57,   177187.19
X-XIV       ,2028        ,3           ,4           ,      607.16,    37643.71
X-XIV       ,2028        ,3           ,5           ,      630.10,    39065.93
X-XIV       ,2028        ,4           ,1           ,      448.28,    94138.11
X-XIV       ,2028        ,4           ,2           ,      458.25,    41242.30
X-XIV       ,2028        ,4           ,3           ,      498.32,   149495.02
X-XIV       ,2028        ,4           ,4           ,      492.16,    29529.40
X-XIV       ,2028        ,4           ,5           ,      521.64,    31298.36
X-XIV       ,2028        ,5           ,1           ,      461.62,   100633.89
X-XIV       ,2028        ,5           ,2           ,      487.92,    45376.35
X-XIV       ,2028        ,5           ,3           ,      487.07,   150990.29
X-XIV       ,2028        ,5           ,4           ,      477.03,    29576.06
X-XIV       ,2028        ,5           ,5           ,      518.28,    32133.17
X-XIV       ,2028        ,6           ,1           ,      464.53,    97550.61
X-XIV       ,2028        ,6           ,2           ,      482.34,    43410.44
X-XIV       ,2028        ,6           ,3           ,      503.20,   150958.80
X-XIV       ,2028        ,6           ,4           ,      490.40,    29424.23
X-XIV       ,2028        ,6           ,5           ,      535.32,    32118.96
X-XIV       ,2028        ,7           ,1           ,      472.35,   102500.08
X-XIV       ,2028        ,7           ,2           ,      481.38,    44768.33
X-XIV       ,2028        ,7           ,3           ,      505.84,   156811.70
X-XIV       ,2028        ,7           ,4           ,      492.38,    30527.25
X-XIV       ,2028        ,7           ,5           ,      518.67,    32157.82
X-XIV       ,2028        ,8           ,1           ,      447.48,    96656.46
X-XIV       ,2028        ,8           ,2           ,      486.90,    45281.59
X-XIV       ,2028        ,8           ,3           ,      518.23,   160651.52
X-XIV       ,2028        ,8           ,4           ,      461.77,    28629.89
X-XIV       ,2028        ,8           ,5           ,      504.66,    31288.97
X-XIV       ,2028        ,9           ,1           ,      445.02,    93453.28
X-XIV       ,2028        ,9           ,2           ,      455.29,    40976.16
X-XIV       ,2028        ,9           ,3           ,      495.67,   148701.43
X-XIV       ,2028        ,9           ,4           ,      469.38,    28163.10
X-XIV       ,2028        ,9           ,5           ,      482.33,    28939.69
X-XIV       ,2028        ,10          ,1           ,      443.90,    96326.90
X-XIV       ,2028        ,10          ,2           ,      446.09,    41486.28
X-XIV       ,2028        ,10          ,3           ,      508.90,   157757.82
X-XIV       ,2028        ,10          ,4           ,      527.00,    32674.09
X-XIV       ,2028        ,10          ,5           ,      563.89,    34961.40
X-XIV       ,2028        ,11          ,1           ,      471.81,    99079.80
X-XIV       ,2028        ,11          ,2           ,      473.50,    42615.22
X-XIV       ,2028        ,11          ,3           ,      562.63,   168787.78
X-XIV       ,2028        ,11          ,4           ,      582.04,    34922.64
X-XIV       ,2028        ,11          ,5           ,      595.67,    35739.91
X-XIV       ,2028        ,12          ,1           ,      502.71,   109088.95
X-XIV       ,2028        ,12          ,2           ,      531.03,    49385.97
X-XIV       ,2028        ,12          ,3           ,      562.02,   174227.06
X-XIV       ,2028        ,12          ,4           ,      603.64,    37425.62
X-XIV       ,2028        ,12          ,5           ,      615.31,    38149.46
X-XIV       ,2029        ,1           ,1           ,      353.44,    76696.53
X-XIV       ,2029        ,1           ,2           ,      351.80,    32717.71
X-XIV       ,2029        ,1           ,3           ,      366.86,   113725.38
